age,job,education,day_of_week,duration,campaign,poutcome,cons_conf_idx,euribor3m,nr_employed
30,9,5,3,129,2,1,-36.1,4.963,5228.1
52,1,3,0,161,4,1,-36.1,4.966,5228.1
29,9,3,4,536,1,1,-36.1,4.965,5228.1
52,9,5,3,285,2,0,-42.0,4.153,5195.8
47,1,0,4,489,1,1,-36.4,4.857,5191.0
27,7,3,0,136,2,1,-36.4,4.857,5191.0
55,5,0,0,129,3,1,-42.7,4.962,5228.1
45,9,5,4,164,5,1,-36.4,4.856,5191.0
36,9,5,2,238,1,1,-36.4,4.86,5191.0
53,7,3,3,233,1,1,-42.0,4.153,5195.8
43,0,3,1,76,4,2,-46.2,1.354,5099.1
45,4,2,2,165,1,0,-40.0,0.692,5008.7
33,7,1,4,179,4,1,-41.8,4.959,5228.1
28,1,3,1,210,2,1,-42.7,4.96,5228.1
43,6,2,4,133,2,1,-46.2,1.281,5099.1
33,7,3,0,729,1,1,-46.2,1.313,5099.1
31,0,6,2,157,1,1,-42.0,4.076,5195.8
40,7,3,3,158,2,1,-47.1,1.453,5099.1
51,9,3,1,198,2,1,-42.0,4.191,5195.8
35,9,3,3,121,3,1,-36.1,4.968,5228.1
30,7,3,0,105,1,1,-41.8,4.967,5228.1
36,9,7,3,105,2,1,-36.4,4.857,5191.0
44,4,6,2,277,1,1,-42.0,4.076,5195.8
66,4,6,3,679,1,2,-29.8,0.788,5017.5
42,4,6,1,44,1,1,-42.0,4.191,5195.8
49,1,0,4,122,5,1,-41.8,4.959,5228.1
43,9,6,0,54,7,1,-42.7,4.957,5228.1
26,0,2,0,11,3,1,-41.8,4.959,5228.1
30,2,3,0,61,3,0,-42.0,4.021,5195.8
33,4,6,1,14,16,1,-36.4,4.857,5191.0
47,0,6,2,148,1,1,-41.8,4.961,5228.1
35,9,6,4,337,1,1,-42.0,4.12,5195.8
38,9,6,4,606,3,1,-46.2,1.334,5099.1
22,0,2,0,34,10,1,-46.2,1.25,5099.1
38,9,3,4,190,9,1,-36.1,4.964,5228.1
60,11,0,4,659,1,1,-42.7,4.962,5228.1
30,9,3,4,83,5,1,-46.2,1.281,5099.1
47,1,2,4,71,1,1,-36.4,4.859,5191.0
35,0,6,1,70,1,0,-42.0,4.191,5195.8
31,9,6,3,110,1,0,-42.0,4.153,5195.8
48,1,2,3,97,5,1,-42.7,4.961,5228.1
29,9,5,3,294,2,1,-42.7,4.962,5228.1
83,5,0,0,472,2,1,-39.8,0.748,4991.6
44,0,1,2,130,2,1,-42.7,4.968,5228.1
33,3,3,3,188,2,1,-42.0,4.153,5195.8
34,1,2,0,218,1,1,-47.1,1.405,5099.1
55,5,6,2,720,3,1,-36.4,4.86,5191.0
30,9,6,3,130,6,1,-41.8,4.961,5228.1
47,4,6,1,83,1,1,-41.8,4.865,5228.1
43,0,6,0,165,1,1,-36.4,4.855,5191.0
55,0,6,1,73,4,1,-42.7,4.962,5228.1
52,1,2,0,1492,2,1,-42.7,4.962,5228.1
42,0,6,2,160,2,1,-41.8,4.866,5228.1
33,0,3,3,195,1,1,-36.1,4.963,5228.1
52,1,0,0,109,1,1,-36.1,4.966,5228.1
65,0,6,0,407,3,0,-40.0,0.684,5008.7
50,0,6,3,252,1,1,-36.1,4.965,5228.1
35,9,5,4,126,2,1,-42.7,4.963,5228.1
52,1,0,1,748,3,1,-36.4,4.857,5191.0
30,0,3,1,434,4,1,-36.4,4.857,5191.0
49,9,5,2,269,1,1,-36.4,4.855,5191.0
40,4,6,0,955,1,2,-40.3,0.896,4991.6
41,7,1,0,394,10,1,-46.2,1.25,5099.1
32,0,6,0,94,1,1,-26.9,0.73,5017.5
39,0,3,4,158,2,1,-46.2,1.334,5099.1
38,9,5,3,114,3,1,-36.4,4.857,5191.0
37,1,3,1,95,3,1,-41.8,4.961,5228.1
22,7,3,1,100,1,1,-42.7,4.96,5228.1
32,4,6,2,245,1,1,-36.1,4.962,5228.1
37,9,6,4,138,3,1,-36.1,4.964,5228.1
29,9,5,4,106,3,1,-36.1,4.965,5228.1
44,0,2,2,18,10,1,-36.1,4.962,5228.1
34,4,6,1,75,1,1,-30.1,0.714,5017.5
56,0,6,0,383,1,1,-42.7,4.957,5228.1
54,1,2,0,189,1,1,-41.8,4.967,5228.1
29,0,3,3,235,2,1,-41.8,4.864,5228.1
30,9,6,2,189,1,1,-41.8,4.866,5228.1
39,1,2,1,200,2,1,-41.8,4.865,5228.1
53,0,6,2,135,1,1,-36.4,4.86,5191.0
39,9,5,1,617,2,1,-42.7,4.96,5228.1
60,2,7,2,130,2,1,-31.4,0.883,5076.2
72,5,0,0,119,9,0,-40.3,0.822,4991.6
47,1,2,2,84,4,1,-36.1,4.964,5228.1
37,1,2,1,623,1,1,-42.7,4.96,5228.1
42,9,6,0,4,20,1,-41.8,4.959,5228.1
40,1,1,1,128,1,0,-42.0,4.191,5195.8
30,9,5,1,79,4,0,-46.2,1.354,5099.1
49,1,7,0,49,1,0,-46.2,1.313,5099.1
34,1,2,1,178,1,1,-46.2,1.244,5099.1
57,9,2,3,94,1,1,-42.7,4.961,5228.1
75,3,0,1,135,8,2,-30.1,0.714,5017.5
44,1,1,2,272,2,0,-47.1,1.41,5099.1
31,7,3,4,339,1,1,-46.2,1.334,5099.1
22,8,3,2,53,2,2,-31.4,0.873,5076.2
25,1,2,1,97,4,1,-41.8,4.865,5228.1
31,9,3,0,143,7,1,-42.7,4.957,5228.1
36,7,5,3,261,12,1,-42.7,4.961,5228.1
41,9,5,3,161,2,1,-36.1,4.966,5228.1
27,1,1,1,235,1,1,-41.8,4.865,5228.1
48,7,3,4,132,1,1,-36.1,4.964,5228.1
29,1,5,4,749,2,1,-36.4,4.859,5191.0
36,2,6,2,55,7,1,-42.7,4.968,5228.1
40,0,6,1,114,4,1,-42.7,4.962,5228.1
34,4,6,4,984,1,1,-36.4,4.856,5191.0
32,1,6,2,128,2,1,-36.4,4.86,5191.0
31,10,6,3,103,1,1,-36.1,4.963,5228.1
34,9,2,3,110,1,1,-42.0,4.153,5195.8
31,0,6,3,164,1,1,-38.3,0.904,4991.6
30,9,5,0,358,2,1,-36.1,4.964,5228.1
42,2,6,2,204,1,1,-36.4,4.855,5191.0
39,4,6,0,306,1,1,-47.1,1.405,5099.1
39,4,6,4,649,1,1,-36.1,4.964,5228.1
58,3,0,3,168,5,1,-36.1,4.966,5228.1
46,9,6,2,16,18,1,-36.1,4.962,5228.1
58,5,0,4,374,1,1,-42.7,4.963,5228.1
56,4,6,4,136,1,1,-36.4,4.858,5191.0
38,9,5,0,21,3,1,-41.8,4.959,5228.1
39,0,1,4,60,6,1,-36.4,4.857,5191.0
30,0,6,4,112,6,1,-36.1,4.964,5228.1
31,2,3,3,383,2,1,-36.4,4.857,5191.0
55,1,2,0,23,2,1,-41.8,4.959,5228.1
37,1,5,1,185,1,0,-46.2,1.244,5099.1
53,1,2,1,154,10,1,-41.8,4.961,5228.1
29,0,6,4,216,1,1,-47.1,1.445,5099.1
30,6,6,2,39,1,1,-41.8,4.866,5228.1
42,1,0,3,78,2,1,-36.4,4.856,5191.0
46,1,3,1,33,29,1,-42.7,4.962,5228.1
49,1,1,4,55,1,1,-42.0,4.12,5195.8
51,1,2,4,53,5,0,-46.2,1.281,5099.1
39,7,5,2,126,4,1,-36.4,4.86,5191.0
46,0,3,4,251,3,1,-42.7,4.963,5228.1
26,1,2,0,277,2,1,-36.4,4.857,5191.0
36,9,2,4,443,2,1,-36.4,4.858,5191.0
26,8,3,1,291,2,1,-46.2,1.244,5099.1
58,1,3,1,176,1,1,-46.2,1.244,5099.1
40,6,6,4,54,4,1,-40.8,1.244,5076.2
36,1,2,4,1224,7,1,-41.8,4.864,5228.1
49,1,0,1,256,15,1,-42.7,4.96,5228.1
55,5,0,3,553,2,0,-40.8,1.262,5076.2
34,0,6,4,174,1,1,-42.0,4.12,5195.8
36,9,5,2,218,1,2,-47.1,1.365,5099.1
30,10,2,0,154,2,1,-42.7,4.963,5228.1
38,0,6,3,452,3,1,-42.7,4.962,5228.1
45,1,2,1,159,3,1,-36.4,4.857,5191.0
30,0,6,2,185,4,1,-36.1,4.968,5228.1
47,1,0,3,384,5,1,-41.8,4.864,5228.1
34,9,6,2,96,2,1,-36.4,4.86,5191.0
37,0,6,4,305,2,1,-42.7,4.963,5228.1
46,2,6,2,285,5,1,-47.1,1.41,5099.1
29,0,6,4,215,3,0,-46.2,1.334,5099.1
34,9,5,4,121,3,1,-29.8,0.813,5017.5
24,9,5,0,73,4,1,-42.7,4.957,5228.1
36,10,3,1,68,1,0,-42.0,4.191,5195.8
32,0,6,4,130,3,1,-36.1,4.967,5228.1
28,0,6,2,1148,1,1,-46.2,1.327,5099.1
30,8,3,1,7,6,0,-47.1,1.405,5099.1
27,1,2,4,282,1,0,-46.2,1.281,5099.1
56,4,7,3,102,2,1,-36.4,4.856,5191.0
65,3,0,0,288,3,1,-34.8,0.636,5008.7
51,7,3,4,372,1,1,-42.7,4.956,5228.1
44,9,6,0,113,1,0,-40.0,0.682,5008.7
40,1,2,0,586,1,1,-42.0,4.021,5195.8
26,0,3,2,136,3,1,-46.2,1.266,5099.1
48,4,6,3,289,1,1,-36.4,4.856,5191.0
42,1,1,1,15,6,1,-46.2,1.299,5099.1
35,6,2,3,227,1,1,-41.8,4.864,5228.1
45,0,6,4,194,1,2,-33.6,1.029,5076.2
53,0,2,4,674,1,1,-46.2,1.281,5099.1
44,2,0,0,170,2,1,-42.7,4.963,5228.1
53,5,2,0,891,2,1,-42.7,4.963,5228.1
30,8,5,4,343,9,1,-40.3,0.84,4991.6
39,1,2,2,74,5,1,-42.7,4.966,5228.1
31,9,6,4,119,1,1,-39.8,0.767,4991.6
39,0,3,1,58,1,1,-42.0,4.191,5195.8
26,1,5,1,346,2,1,-36.4,4.857,5191.0
24,4,6,3,676,2,0,-26.9,0.737,5017.5
41,7,6,3,140,1,1,-42.0,4.153,5195.8
38,0,3,1,128,1,1,-42.7,4.96,5228.1
37,1,2,2,604,4,1,-46.2,1.266,5099.1
43,7,6,3,135,1,1,-42.7,4.961,5228.1
45,0,3,1,185,3,1,-47.1,1.466,5099.1
41,0,3,0,312,1,1,-36.4,4.864,5191.0
53,7,3,2,2260,2,1,-36.4,4.86,5191.0
71,5,0,3,129,2,1,-47.1,1.423,5099.1
50,7,3,3,301,1,1,-42.7,4.961,5228.1
31,0,6,4,335,1,1,-42.7,4.957,5228.1
38,1,2,3,208,2,1,-36.4,4.856,5191.0
35,1,3,1,184,1,1,-41.8,4.865,5228.1
28,9,6,4,166,2,1,-26.9,0.742,5017.5
43,3,0,4,296,1,1,-42.7,4.962,5228.1
40,1,2,4,112,4,1,-36.4,4.856,5191.0
28,1,5,4,573,7,0,-46.2,1.281,5099.1
27,1,2,1,293,1,1,-36.4,4.857,5191.0
35,9,5,0,86,1,1,-47.1,1.405,5099.1
36,1,1,0,233,2,1,-47.1,1.405,5099.1
37,1,3,1,128,1,1,-30.1,0.722,5017.5
43,1,2,3,778,3,1,-42.7,4.961,5228.1
36,0,3,3,248,1,0,-40.8,1.206,5076.2
47,9,5,0,78,3,1,-36.1,4.964,5228.1
56,9,5,1,24,1,1,-36.4,4.857,5191.0
25,8,5,4,483,2,1,-46.2,1.27,5099.1
25,1,0,2,144,1,1,-42.7,4.958,5228.1
44,1,2,1,135,3,1,-36.1,4.97,5228.1
39,9,5,4,145,2,1,-36.1,4.964,5228.1
52,3,6,2,64,1,1,-36.4,4.855,5191.0
80,5,0,1,415,1,1,-50.0,1.52,5099.1
46,9,5,4,144,2,1,-36.4,4.856,5191.0
52,0,3,3,136,3,1,-42.7,4.961,5228.1
48,9,5,2,107,2,1,-36.1,4.968,5228.1
41,1,0,0,150,2,0,-47.1,1.405,5099.1
45,0,6,1,177,1,1,-36.1,4.965,5228.1
31,0,3,0,238,1,0,-47.1,1.405,5099.1
40,1,1,0,171,1,0,-46.2,1.313,5099.1
27,9,6,0,125,3,1,-36.4,4.857,5191.0
40,9,5,1,127,2,1,-36.4,4.857,5191.0
26,7,3,2,243,1,1,-46.2,1.266,5099.1
57,1,0,0,19,4,1,-41.8,4.959,5228.1
33,7,3,0,111,1,1,-36.4,4.864,5191.0
29,0,6,0,243,1,1,-42.7,4.957,5228.1
29,7,6,0,246,1,1,-42.7,4.962,5228.1
74,5,5,0,239,3,0,-50.8,1.028,4963.6
48,0,3,3,217,1,1,-42.0,4.7,5195.8
30,8,6,0,585,4,0,-42.0,4.021,5195.8
22,0,3,4,197,2,1,-46.2,1.281,5099.1
33,1,2,1,209,2,1,-41.8,4.865,5228.1
55,9,0,0,316,7,1,-36.4,4.859,5191.0
32,0,6,2,153,3,1,-36.1,4.964,5228.1
29,0,6,4,145,1,1,-47.1,1.405,5099.1
41,7,3,4,301,1,1,-31.4,0.879,5076.2
41,9,5,2,768,4,1,-36.4,4.86,5191.0
29,9,5,2,308,1,1,-42.0,4.076,5195.8
41,6,6,1,135,3,1,-36.1,4.963,5228.1
25,0,3,0,128,8,1,-46.2,1.313,5099.1
54,9,3,0,326,2,1,-42.0,4.021,5195.8
52,9,5,4,139,1,1,-36.1,4.967,5228.1
39,1,2,4,265,2,1,-46.2,1.281,5099.1
31,1,3,1,317,3,1,-42.7,4.96,5228.1
35,7,3,0,1349,5,1,-36.4,4.857,5191.0
58,11,0,3,295,3,1,-36.4,4.856,5191.0
26,6,6,1,231,1,1,-36.4,4.857,5191.0
28,4,6,2,383,1,2,-39.8,0.729,4991.6
41,2,0,1,120,1,1,-42.7,4.96,5228.1
34,4,6,2,18,1,1,-40.0,0.683,5008.7
29,0,6,3,33,1,1,-36.4,4.857,5191.0
26,1,2,1,369,1,1,-42.7,4.96,5228.1
45,7,5,1,221,1,1,-36.4,4.857,5191.0
23,7,3,4,107,1,1,-36.4,4.859,5191.0
37,2,6,1,843,1,1,-30.1,0.714,5017.5
39,10,6,4,225,1,1,-36.4,4.858,5191.0
24,0,6,2,100,1,1,-47.1,1.41,5099.1
50,0,6,1,58,1,1,-42.0,4.191,5195.8
45,4,6,2,391,1,1,-42.7,4.968,5228.1
40,5,5,2,219,1,1,-41.8,4.961,5228.1
29,6,6,1,167,2,0,-39.8,0.72,4991.6
46,7,3,1,53,1,0,-47.1,1.405,5099.1
39,9,5,1,59,4,1,-41.8,4.865,5228.1
46,7,3,4,194,1,1,-42.7,4.963,5228.1
31,9,6,2,328,1,1,-42.7,4.963,5228.1
34,1,3,4,56,2,1,-46.2,1.281,5099.1
29,2,6,2,423,2,1,-36.4,4.855,5191.0
57,0,6,4,846,4,1,-36.1,4.965,5228.1
55,0,6,4,628,1,0,-47.1,1.445,5099.1
33,0,6,2,118,1,1,-36.1,4.968,5228.1
30,1,2,1,52,6,1,-42.7,4.962,5228.1
29,4,6,3,139,2,1,-36.1,4.963,5228.1
54,4,6,3,552,1,0,-46.2,1.344,5099.1
36,7,3,3,120,2,1,-41.8,4.864,5228.1
51,0,6,3,91,1,1,-46.2,1.266,5099.1
52,0,3,0,157,2,1,-42.0,4.021,5195.8
32,1,0,1,51,2,1,-42.7,4.962,5228.1
26,1,2,4,738,2,1,-36.4,4.859,5191.0
34,1,2,2,562,1,1,-42.7,4.963,5228.1
29,0,5,4,1435,3,0,-42.0,4.12,5195.8
60,0,6,1,226,2,2,-46.2,1.354,5099.1
49,10,3,1,96,1,1,-46.2,1.354,5099.1
25,1,3,1,300,3,0,-46.2,1.299,5099.1
55,0,3,3,232,2,1,-46.2,1.291,5099.1
30,1,0,2,219,2,1,-46.2,1.327,5099.1
46,1,0,4,117,3,1,-36.4,4.856,5191.0
27,1,3,2,308,1,0,-46.2,1.327,5099.1
62,0,3,1,163,2,1,-50.0,1.52,5099.1
59,1,2,4,569,1,1,-42.7,4.963,5228.1
49,3,6,2,131,1,1,-36.1,4.968,5228.1
32,7,3,4,253,1,2,-31.4,0.884,5076.2
34,1,2,1,197,1,1,-41.8,4.865,5228.1
37,1,3,0,475,3,1,-46.2,1.313,5099.1
38,1,2,3,213,1,1,-42.0,4.153,5195.8
37,0,3,0,80,2,1,-36.4,4.864,5191.0
60,5,1,1,79,1,1,-36.1,4.97,5228.1
34,0,6,2,137,1,1,-36.1,4.964,5228.1
36,7,3,1,18,5,1,-47.1,1.405,5099.1
32,8,6,4,135,1,1,-42.0,4.12,5195.8
38,0,3,4,173,4,1,-36.4,4.857,5191.0
29,9,6,1,90,4,1,-36.4,4.857,5191.0
38,0,6,2,513,3,1,-42.7,4.962,5228.1
35,9,6,2,165,1,1,-36.1,4.968,5228.1
22,7,5,2,84,1,0,-37.5,0.878,4963.6
37,4,6,2,339,3,2,-49.5,1.025,4963.6
57,5,0,1,96,1,1,-36.1,4.97,5228.1
39,7,3,1,198,1,1,-46.2,1.299,5099.1
53,0,1,3,27,1,1,-36.4,4.857,5191.0
32,1,2,3,56,4,1,-42.7,4.961,5228.1
47,0,6,1,91,2,1,-33.0,0.717,5023.5
32,0,6,3,211,5,1,-41.8,4.864,5228.1
34,1,5,1,38,1,1,-41.8,4.961,5228.1
45,0,6,0,319,1,0,-50.8,1.049,4963.6
43,0,3,1,288,1,1,-40.8,1.266,5076.2
32,1,6,2,159,1,1,-46.2,1.266,5099.1
30,9,5,3,111,1,1,-36.1,4.963,5228.1
51,1,2,4,187,3,1,-46.2,1.281,5099.1
30,1,2,0,423,2,0,-42.0,4.021,5195.8
48,7,2,1,104,2,1,-36.1,4.965,5228.1
59,5,5,2,306,1,1,-42.7,4.962,5228.1
56,4,6,4,266,2,1,-42.0,4.12,5195.8
52,0,6,1,181,2,0,-47.1,1.405,5099.1
39,3,0,1,69,2,1,-36.4,4.857,5191.0
26,8,2,4,127,1,1,-31.4,0.879,5076.2
44,1,0,3,159,1,1,-41.8,4.864,5228.1
29,0,6,1,183,1,1,-42.0,4.191,5195.8
30,10,7,2,216,4,1,-42.0,4.076,5195.8
56,6,6,0,42,1,1,-47.1,1.405,5099.1
33,0,3,4,49,2,0,-46.2,1.334,5099.1
35,0,6,0,494,1,1,-36.1,4.966,5228.1
29,0,3,0,206,1,1,-36.4,4.857,5191.0
27,9,5,3,148,1,1,-36.4,4.857,5191.0
30,0,3,1,57,1,1,-46.2,1.244,5099.1
36,7,3,2,291,2,1,-36.4,4.86,5191.0
30,0,6,1,37,2,1,-36.1,4.963,5228.1
39,9,5,1,714,5,1,-36.1,4.965,5228.1
33,0,6,4,494,1,1,-42.7,4.962,5228.1
35,11,2,4,129,2,1,-36.4,4.859,5191.0
38,1,1,3,403,7,1,-42.7,4.961,5228.1
29,9,3,3,127,1,1,-42.0,4.153,5195.8
38,9,6,0,186,1,0,-46.2,1.313,5099.1
32,2,6,0,116,1,1,-40.3,0.822,4991.6
39,6,5,3,389,1,1,-47.1,1.453,5099.1
57,5,5,4,96,4,1,-36.1,4.964,5228.1
31,0,3,0,595,2,1,-42.7,4.963,5228.1
57,7,3,4,125,3,1,-36.4,4.858,5191.0
47,1,0,4,615,1,1,-36.4,4.857,5191.0
40,0,2,1,683,2,1,-36.4,4.857,5191.0
53,11,3,4,249,2,1,-36.4,4.857,5191.0
37,9,5,2,37,8,1,-42.7,4.968,5228.1
69,5,6,0,324,8,1,-29.8,0.773,5017.5
32,9,6,3,254,4,0,-46.2,1.291,5099.1
46,3,3,1,121,1,1,-36.1,4.97,5228.1
30,9,6,4,58,1,1,-36.1,4.964,5228.1
34,9,5,1,442,3,1,-41.8,4.96,5228.1
49,6,2,2,74,2,1,-36.4,4.86,5191.0
35,1,0,2,330,1,0,-46.2,1.327,5099.1
32,1,0,1,419,2,1,-42.7,4.96,5228.1
29,1,3,3,102,3,1,-36.4,4.857,5191.0
31,1,1,4,421,1,1,-42.7,4.963,5228.1
56,4,6,2,188,1,1,-42.7,4.966,5228.1
50,6,2,2,219,7,1,-36.1,4.964,5228.1
36,0,3,3,197,1,1,-47.1,1.453,5099.1
40,7,3,3,208,6,0,-46.2,1.291,5099.1
33,0,3,3,53,1,0,-40.8,1.262,5076.2
45,1,2,2,135,1,1,-41.8,4.866,5228.1
35,7,3,0,84,1,1,-47.1,1.405,5099.1
42,7,3,2,164,2,1,-46.2,1.266,5099.1
27,9,5,2,248,1,1,-41.8,4.961,5228.1
32,1,2,0,297,2,1,-46.2,1.313,5099.1
34,0,6,4,147,1,1,-42.0,4.12,5195.8
57,1,0,4,430,3,1,-36.1,4.964,5228.1
41,0,6,4,132,3,1,-36.1,4.967,5228.1
44,6,6,2,107,3,1,-36.1,4.968,5228.1
50,0,2,4,343,1,1,-40.8,1.26,5076.2
27,1,2,3,217,1,0,-30.1,0.72,5017.5
40,9,2,2,257,1,1,-36.4,4.86,5191.0
36,0,3,1,53,1,1,-47.1,1.405,5099.1
29,0,3,3,259,1,1,-42.7,4.962,5228.1
21,8,3,2,185,2,2,-31.4,0.873,5076.2
31,0,6,4,779,2,0,-42.0,4.12,5195.8
48,9,1,2,158,2,1,-46.2,1.27,5099.1
41,1,5,0,74,2,0,-47.1,1.405,5099.1
36,6,6,1,177,1,1,-40.8,1.26,5076.2
57,9,5,3,289,1,1,-36.4,4.857,5191.0
42,6,6,3,133,6,1,-36.1,4.965,5228.1
25,9,3,3,157,5,1,-41.8,4.961,5228.1
30,1,3,0,159,2,1,-42.7,4.957,5228.1
33,1,2,4,430,2,1,-46.2,1.334,5099.1
35,0,6,3,235,4,1,-36.4,4.857,5191.0
36,1,0,4,357,4,1,-41.8,4.864,5228.1
33,1,2,2,220,1,0,-42.0,4.076,5195.8
59,0,0,2,142,1,1,-42.7,4.962,5228.1
31,1,0,4,790,2,1,-42.7,4.963,5228.1
30,2,3,3,501,2,1,-42.7,4.961,5228.1
30,1,2,4,283,1,1,-36.4,4.859,5191.0
45,7,5,1,19,23,1,-42.7,4.962,5228.1
27,8,3,2,158,1,1,-36.4,4.855,5191.0
25,7,2,4,509,1,1,-42.7,4.963,5228.1
54,9,6,3,172,5,0,-40.0,0.682,5008.7
37,7,3,0,427,2,1,-36.4,4.857,5191.0
33,0,7,1,273,1,1,-36.4,4.857,5191.0
35,0,6,0,262,3,0,-34.6,0.663,5008.7
28,1,0,1,113,1,1,-42.7,4.96,5228.1
53,3,0,0,129,2,1,-29.8,0.773,5017.5
76,5,6,2,167,9,1,-50.0,1.757,5099.1
35,0,3,3,618,1,1,-36.4,4.856,5191.0
28,0,3,2,243,4,1,-36.4,4.86,5191.0
34,4,7,3,416,4,1,-42.7,4.962,5228.1
43,0,6,1,99,5,1,-36.1,4.965,5228.1
36,0,6,3,121,2,1,-36.1,4.963,5228.1
44,7,3,4,78,5,1,-36.4,4.856,5191.0
32,9,6,1,77,1,1,-30.1,0.714,5017.5
30,4,6,4,244,3,1,-47.1,1.415,5099.1
45,4,3,4,228,1,1,-36.1,4.964,5228.1
33,10,5,1,331,1,1,-36.1,4.963,5228.1
47,1,0,3,66,2,1,-36.4,4.857,5191.0
44,0,6,3,201,1,1,-46.2,1.344,5099.1
32,1,5,1,202,1,1,-36.4,4.857,5191.0
50,3,0,0,132,1,1,-36.4,4.859,5191.0
29,9,5,4,26,10,1,-36.1,4.964,5228.1
36,7,3,2,117,1,1,-36.4,4.86,5191.0
43,7,3,1,1212,1,1,-42.7,4.96,5228.1
38,0,6,2,153,6,1,-41.8,4.958,5228.1
33,9,5,3,1408,2,1,-42.7,4.961,5228.1
30,2,1,1,379,3,1,-46.2,1.299,5099.1
49,0,6,4,87,1,1,-36.1,4.964,5228.1
53,4,6,2,126,6,1,-34.6,0.64,5008.7
25,7,3,1,79,1,0,-49.5,0.977,4963.6
50,1,2,2,524,3,1,-36.1,4.968,5228.1
40,4,2,4,601,1,1,-47.1,1.415,5099.1
43,0,6,3,52,1,1,-46.2,1.291,5099.1
38,0,3,3,100,4,1,-46.2,1.291,5099.1
44,9,5,4,202,3,1,-36.1,4.964,5228.1
52,0,2,4,264,2,1,-36.4,4.859,5191.0
24,8,3,3,79,1,1,-31.4,0.884,5076.2
32,1,3,0,92,2,1,-36.4,4.855,5191.0
51,0,6,0,263,2,1,-40.8,1.268,5076.2
36,4,6,2,194,1,1,-40.8,1.26,5076.2
39,0,6,2,189,2,1,-46.2,1.327,5099.1
31,0,6,1,244,1,1,-36.1,4.97,5228.1
31,7,3,4,152,1,0,-46.2,1.281,5099.1
28,8,3,0,555,2,1,-29.8,0.803,5017.5
31,9,5,4,123,2,1,-46.2,1.281,5099.1
37,7,2,3,37,1,1,-46.2,1.344,5099.1
48,1,5,0,91,1,1,-42.0,4.021,5195.8
41,1,2,0,198,1,1,-46.2,1.313,5099.1
44,1,5,2,66,31,1,-42.7,4.968,5228.1
33,1,1,2,854,1,1,-42.7,4.963,5228.1
33,9,6,4,203,2,1,-40.8,1.26,5076.2
31,1,0,4,148,1,1,-42.7,4.963,5228.1
56,9,6,2,227,1,1,-42.7,4.968,5228.1
40,6,5,0,716,2,1,-41.8,4.959,5228.1
37,0,6,0,89,2,1,-36.1,4.966,5228.1
42,0,6,0,87,1,1,-36.4,4.864,5191.0
47,2,6,3,487,3,1,-36.1,4.968,5228.1
47,0,3,2,23,2,1,-41.8,4.866,5228.1
53,7,0,1,91,1,1,-41.8,4.865,5228.1
29,6,6,4,95,2,1,-37.5,0.886,4963.6
49,3,0,4,67,1,1,-41.8,4.962,5228.1
41,0,5,1,528,3,0,-47.1,1.405,5099.1
35,1,2,2,225,3,1,-36.4,4.86,5191.0
54,4,6,1,216,1,1,-42.0,4.191,5195.8
66,5,7,3,1394,2,2,-37.5,0.881,4963.6
38,1,1,3,102,5,1,-42.7,4.961,5228.1
27,0,6,0,67,5,1,-42.7,4.962,5228.1
39,7,3,2,598,2,0,-47.1,1.483,5099.1
73,5,6,1,245,4,1,-31.4,0.821,5076.2
55,11,7,1,230,1,1,-42.7,4.962,5228.1
33,7,3,1,472,1,0,-39.8,0.72,4991.6
34,0,3,1,491,6,1,-41.8,4.961,5228.1
51,4,7,1,113,1,1,-42.0,4.191,5195.8
30,0,3,3,16,5,1,-46.2,1.291,5099.1
33,7,3,2,192,1,0,-40.0,0.677,5008.7
29,6,5,4,632,1,1,-41.8,4.962,5228.1
63,5,5,1,492,1,1,-40.0,0.685,5008.7
40,1,0,0,215,1,1,-36.4,4.859,5191.0
47,1,2,0,322,1,1,-36.4,4.857,5191.0
30,9,5,3,613,1,1,-42.0,4.153,5195.8
54,1,2,2,423,3,1,-46.2,1.266,5099.1
41,9,5,3,239,1,1,-36.1,4.965,5228.1
24,0,3,2,118,4,0,-46.2,1.266,5099.1
48,0,0,0,224,3,0,-47.1,1.405,5099.1
33,6,6,1,226,4,1,-41.8,4.96,5228.1
48,4,6,0,207,3,0,-31.4,0.825,5076.2
55,4,6,0,519,1,0,-47.1,1.405,5099.1
23,8,3,1,270,3,1,-33.6,1.048,5076.2
78,5,0,3,274,1,1,-47.1,1.405,5099.1
43,1,2,2,237,1,1,-41.8,4.958,5228.1
36,3,3,1,171,1,1,-41.8,4.865,5228.1
29,9,3,3,130,6,1,-36.1,4.965,5228.1
32,0,6,2,79,1,1,-42.7,4.958,5228.1
27,0,6,0,266,2,0,-39.8,0.748,4991.6
47,9,5,4,348,3,1,-42.7,4.956,5228.1
32,1,6,3,119,2,1,-42.0,4.153,5195.8
31,1,1,0,207,2,1,-42.7,4.963,5228.1
55,3,0,4,141,7,1,-42.7,4.957,5228.1
35,9,3,0,1258,1,1,-36.1,4.964,5228.1
29,1,0,1,249,2,1,-36.4,4.857,5191.0
36,7,3,3,104,3,1,-47.1,1.423,5099.1
39,2,5,2,165,3,1,-42.0,4.076,5195.8
25,0,7,4,490,2,1,-41.8,4.959,5228.1
46,0,6,1,67,5,1,-36.1,4.965,5228.1
50,4,6,0,183,1,0,-42.0,4.021,5195.8
27,8,3,2,38,9,1,-36.4,4.86,5191.0
